frame,overlap,angle,all_iters,all_time,all_t_err,all_r_err,pct_iters,pct_time,pct_t_err,pct_r_err,sigma_iters,sigma_time,sigma_t_err,sigma_r_err,x84_iters,x84_time,x84_t_err,x84_r_err,dynamic_iters,dynamic_time,dynamic_t_err,dynamic_r_err,hmrf_iters,hmrf_em_iters,hmrf_time,hmrf_t_err,hmrf_r_err
763, 0.35746, 0.31416,41, 7.99943, 0.28017, 0.50668,50, 7.63900, 0.13527, 0.52710,47, 8.75553, 0.24526, 0.53292,50, 6.31193, 0.09220, 0.31470,50, 8.74664, 0.06440, 0.54682,44,1919,14.81813, 0.02041, 0.03333
773, 0.38582, 0.31416,50,12.21049, 0.52881, 0.67950,30, 5.44766, 0.16757, 0.43158,47,10.11458, 0.27400, 0.46652,50, 9.01597, 0.15156, 0.64900,50,10.71918, 0.07285, 0.51639,39,1383,11.50967, 0.03160, 0.09785
776, 0.36398, 0.31416,50,21.13341, 0.66153, 1.34482,50,13.56216, 0.52624, 1.02872,47,13.88183, 0.56308, 0.98959,50,13.21776, 0.48561, 1.17232,50,21.27728, 0.64431, 1.30402,45,2437,22.36369, 0.02500, 0.08188
789, 0.67033, 0.31416,33, 5.88367, 0.26120, 0.50567,24, 3.53109, 0.03250, 0.10969,22, 3.30616, 0.05668, 0.18516,37, 5.10451, 0.01850, 0.06318,48, 6.40454, 0.00865, 0.03843,31,677, 7.05980, 0.03250, 0.11494
796, 0.69027, 0.31416,32, 5.23238, 0.22878, 0.45555,21, 2.64370, 0.02944, 0.10498,21, 2.88518, 0.05449, 0.18284,42, 5.16233, 0.01253, 0.04640,41, 5.24901, 0.00886, 0.03811,50,2152,14.06174, 0.00995, 0.03965
817, 0.83922, 0.31416,21, 1.59337, 0.02029, 0.06010,29, 2.03709, 0.01125, 0.03009,23, 1.59793, 0.01526, 0.04090,29, 2.11464, 0.00894, 0.02542,28, 1.86383, 0.00898, 0.02696,44,2384,10.53206, 0.00840, 0.02844
873, 0.89504, 0.31416,32, 1.10687, 0.05213, 0.07684,50, 1.75064, 0.02224, 0.06274,40, 1.46208, 0.03617, 0.06983,50, 1.89508, 0.02865, 0.07774,50, 1.91177, 0.02636, 0.07537,34,1522, 7.15469, 0.02831, 0.19710
914, 0.83199, 0.31416,50, 3.89789, 0.13559, 0.09576,25, 1.59316, 0.01587, 0.02629,28, 1.71875, 0.03982, 0.02556,26, 1.68041, 0.01018, 0.02485,29, 1.86217, 0.01091, 0.02567,29,1459, 6.87024, 0.00839, 0.02395
948, 0.90576, 0.31416,19, 1.39610, 0.02473, 0.02746,25, 1.84309, 0.00750, 0.01852,20, 1.38136, 0.01409, 0.02362,21, 1.53958, 0.00928, 0.02017,23, 1.58545, 0.00810, 0.01952,30,1488, 6.34635, 0.00559, 0.01897
949, 0.93675, 0.31416,20, 1.48100, 0.01489, 0.02710,30, 1.99587, 0.00587, 0.01738,22, 1.50713, 0.00936, 0.02061,25, 1.64503, 0.00646, 0.01688,23, 1.63505, 0.00758, 0.01916,29,1508, 6.58802, 0.00650, 0.02113
959, 0.87225, 0.31416,18, 1.31194, 0.03552, 0.03452,23, 1.73327, 0.01385, 0.03061,20, 1.33359, 0.02073, 0.03479,22, 1.39288, 0.01501, 0.03116,23, 1.49180, 0.01418, 0.03049,26,1281, 5.87350, 0.00852, 0.02774
967, 0.90331, 0.31416,19, 1.44093, 0.02549, 0.03188,26, 1.86919, 0.00957, 0.02451,20, 1.31411, 0.01546, 0.03047,21, 1.29555, 0.01299, 0.02744,22, 1.35550, 0.01224, 0.02706,26,1184, 5.42736, 0.00783, 0.02569
973, 0.91512, 0.31416,19, 1.42115, 0.01954, 0.02783,28, 2.19265, 0.00647, 0.01889,21, 1.47538, 0.01132, 0.02365,22, 1.54748, 0.00874, 0.02087,23, 1.51407, 0.00819, 0.02084,27,1305, 5.90267, 0.00659, 0.02181
1006, 0.94944, 0.31416,24, 1.65119, 0.01576, 0.02819,43, 2.46212, 0.00471, 0.01739,30, 1.77048, 0.00811, 0.02097,34, 1.91355, 0.00520, 0.01781,34, 1.97454, 0.00527, 0.01828,50,2447,11.17601, 0.00360, 0.01733
97, 0.96441, 0.31416,18, 1.36020, 0.01079, 0.02661,25, 1.93026, 0.00197, 0.00690,19, 1.40613, 0.00369, 0.01453,20, 1.34259, 0.00285, 0.01091,21, 1.50946, 0.00267, 0.00991,23,1394, 5.81484, 0.00262, 0.00550
123, 0.74530, 0.31416,14, 1.33239, 0.12864, 0.06882,18, 1.62628, 0.07739, 0.06663,15, 1.42241, 0.10245, 0.07172,21, 1.70309, 0.05670, 0.05694,15, 1.41465, 0.06566, 0.06571,29,1748, 7.72256, 0.00402, 0.02347
317, 0.75007, 0.31416,23, 2.88377, 0.06130, 0.12770,31, 3.42182, 0.00733, 0.03908,26, 2.94976, 0.01873, 0.07855,33, 3.47884, 0.00394, 0.01981,32, 3.29301, 0.00351, 0.01772,32,1518, 8.45221, 0.00368, 0.01767
327, 0.58178, 0.31416,50,11.86495, 0.32986, 0.73264,49, 9.33706, 0.03738, 0.14921,41, 7.87335, 0.06966, 0.10536,37, 6.89729, 0.02086, 0.07870,29, 5.35087, 0.01226, 0.04483,35,963, 9.98104, 0.02637, 0.09894
330, 0.51475, 0.31416,50,16.31314, 0.21540, 0.59385,50,14.99102, 0.07849, 0.36778,50,13.34442, 0.12160, 0.45339,50,14.33971, 0.07911, 0.36378,50,10.77814, 0.01381, 0.06704,32,1201,11.36413, 0.03561, 0.13574
337, 0.41613, 0.31416,50,22.30171, 0.41931, 0.29142,50,17.94622, 0.32998, 0.74478,50,17.36896, 0.39720, 0.89483,50,18.71354, 0.26781, 0.51761,50,18.96480, 0.23996, 0.62519,26,1074,10.82960, 0.02403, 0.09190
343, 0.50228, 0.31416,50,19.20720, 0.26427, 0.65363,50,15.40749, 0.12628, 0.58019,50,15.88654, 0.18296, 0.45258,50,16.24391, 0.09014, 0.46326,48,11.53277, 0.01039, 0.04238,25,1066, 9.56293, 0.01026, 0.05051
357, 0.87543, 0.31416,24, 1.61582, 0.01084, 0.03539,29, 1.96653, 0.00596, 0.02164,27, 1.68074, 0.00867, 0.02464,26, 1.85001, 0.00541, 0.02163,28, 2.01623, 0.00457, 0.01990,28,1451, 6.59683, 0.00495, 0.02001
404, 0.90848, 0.31416,25, 0.94652, 0.01595, 0.05016,36, 1.15563, 0.00872, 0.04457,30, 1.13337, 0.01104, 0.04895,32, 1.09213, 0.00922, 0.04724,35, 1.18249, 0.00842, 0.04417,NaN,NaN,     NaN,     NaN,     NaN
440, 0.68934, 0.31416,29, 1.90841, 0.02447, 0.13571,38, 2.36308, 0.01007, 0.03543,42, 2.41274, 0.01172, 0.05535,46, 2.78563, 0.00949, 0.03265,49, 2.79469, 0.00772, 0.02655,45,2478,11.15718, 0.00200, 0.02576
464, 0.65954, 0.31416,32, 1.88321, 0.02266, 0.10256,40, 2.51768, 0.01027, 0.03869,37, 2.15369, 0.01298, 0.05068,39, 2.67992, 0.01100, 0.04238,38, 2.48920, 0.01160, 0.04470,44,2537,11.63108, 0.00184, 0.03204
488, 0.61728, 0.31416,16, 0.90603, 0.03967, 0.17455,50, 2.51669, 0.04653, 0.17076,28, 1.34845, 0.03656, 0.15719,18, 0.98541, 0.03888, 0.16966,26, 1.47716, 0.03704, 0.16010,50,2690,11.40720, 0.00726, 0.04135
492, 0.63286, 0.31416,19, 1.11159, 0.03757, 0.15470,50, 2.65428, 0.02058, 0.07089,50, 2.56867, 0.02780, 0.10920,21, 1.13724, 0.03707, 0.15193,27, 1.44619, 0.03541, 0.14459,50,2681,11.77222, 0.00746, 0.04925
504, 0.59215, 0.31416,25, 1.51197, 0.03532, 0.14059,50, 2.60616, 0.01998, 0.07842,50, 2.53353, 0.02179, 0.08808,21, 1.18630, 0.03657, 0.14527,25, 1.38989, 0.03556, 0.14050,50,2623,11.41172, 0.01283, 0.08896
525, 0.61173, 0.31416,25, 1.86205, 0.01841, 0.10686,30, 2.20372, 0.01007, 0.04057,30, 2.26422, 0.01374, 0.06097,36, 2.47435, 0.01171, 0.04394,34, 2.55016, 0.01264, 0.04999,34,1975, 8.43998, 0.00497, 0.03966
534, 0.70111, 0.31416,27, 1.91877, 0.01540, 0.08452,27, 2.03256, 0.00852, 0.03883,28, 1.92156, 0.01049, 0.05140,34, 2.16244, 0.00750, 0.03408,30, 1.95593, 0.00840, 0.03918,35,1944, 8.19174, 0.00373, 0.02559
587, 0.87509, 0.31416,30, 1.57518, 0.01104, 0.02576,37, 1.84962, 0.00396, 0.01258,33, 1.65535, 0.00779, 0.01796,33, 1.80710, 0.00368, 0.01460,33, 1.85406, 0.00308, 0.01634,38,1917, 8.01884, 0.00218, 0.01852
638, 0.78560, 0.31416,23, 1.80242, 0.02514, 0.06499,25, 2.00707, 0.01315, 0.03395,25, 1.88191, 0.01686, 0.04445,26, 1.92055, 0.01247, 0.03114,28, 1.94100, 0.01092, 0.02684,31,2240,10.09573, 0.00674, 0.03394
698, 0.74227, 0.31416,34, 5.28276, 0.07859, 0.19938,29, 3.60579, 0.01043, 0.02331,30, 3.83218, 0.01633, 0.05809,31, 3.86883, 0.00586, 0.00982,31, 3.90175, 0.00468, 0.01042,32,1466, 8.98508, 0.00417, 0.01136
717, 0.56078, 0.31416,34, 6.53632, 0.10251, 0.24792,50, 7.60837, 0.03564, 0.23410,21, 4.11963, 0.07679, 0.33828,42, 5.18754, 0.01132, 0.07792,45, 5.85422, 0.00632, 0.01817,27,1418, 8.00974, 0.00736, 0.00829
723, 0.42354, 0.31416,50,15.46539, 0.46513, 0.68086,23, 5.27303, 0.08268, 0.34777,50,11.88817, 0.25180, 0.50402,28, 5.84014, 0.05115, 0.31147,50, 9.08210, 0.04872, 0.23396,36,1568,12.60906, 0.05638, 0.26997
732, 0.45719, 0.31416,50,10.56051, 0.48648, 0.75559,50, 6.30392, 0.04345, 0.14674,32, 4.67286, 0.09627, 0.26391,50, 6.24571, 0.04282, 0.14063,50, 6.31361, 0.04244, 0.14326,24,646, 6.50264, 0.06573, 0.30833
736, 0.45589, 0.31416,47, 9.94776, 0.52080, 0.79429,50, 7.75249, 0.04597, 0.12479,50, 7.87839, 0.11291, 0.25214,50, 7.41972, 0.04548, 0.11826,50, 7.47972, 0.04235, 0.10349,50,1434,14.71558, 0.05839, 0.21148
747, 0.44995, 0.31416,50,10.89194, 0.48818, 0.74472,50, 7.06282, 0.04926, 0.18513,33, 5.43620, 0.11013, 0.29661,50, 6.82010, 0.04303, 0.15960,50, 6.99720, 0.04398, 0.16932,24,650, 6.85977, 0.06772, 0.32215
756, 0.38690, 0.31416,25, 2.85539, 0.16567, 0.51862,25, 3.09816, 0.06653, 0.53678,36, 3.81850, 0.12224, 0.55237,30, 3.70092, 0.07499, 0.53122,19, 2.30186, 0.05966, 0.54339,30,835, 6.71441, 0.05915, 0.47882
759, 0.38619, 0.31416,27, 3.34315, 0.18660, 0.52742,23, 2.74673, 0.07168, 0.53725,40, 4.35491, 0.14302, 0.58216,28, 3.28321, 0.07371, 0.53716,18, 2.25577, 0.05892, 0.55199,31,1129, 7.69098, 0.05771, 0.50754
763, 0.35746, 0.31416,37, 6.83678, 0.28030, 0.50743,33, 5.35770, 0.13492, 0.52826,36, 6.05413, 0.24369, 0.53165,50, 7.71082, 0.16980, 0.50587,37, 6.38032, 0.06394, 0.54464,50,2263,15.81238, 0.02382, 0.03417
773, 0.38582, 0.31416,50,12.03893, 0.50371, 0.60533,31, 6.27656, 0.16879, 0.43484,43, 8.83689, 0.27326, 0.46687,46, 8.75807, 0.13202, 0.46118,36, 7.54993, 0.07302, 0.51644,50,2366,16.86037, 0.02169, 0.02945
776, 0.36398, 0.31416,50,19.29098, 0.69639, 1.43852,50,16.26765, 0.52320, 1.02271,50,15.26131, 0.56881, 0.98760,50,17.01859, 0.50258, 1.01518,50,19.08310, 0.70001, 1.45552,21,1232,11.63438, 0.02162, 0.06092
789, 0.67033, 0.31416,50, 8.93339, 0.26166, 0.50646,41, 6.04551, 0.03172, 0.10533,43, 6.36020, 0.05661, 0.18326,38, 6.13462, 0.01597, 0.05371,39, 6.12729, 0.00716, 0.02980,48,2088,14.21765, 0.00703, 0.02986
796, 0.69027, 0.31416,50, 8.55166, 0.22643, 0.44996,36, 5.34558, 0.02785, 0.09791,43, 5.87715, 0.05363, 0.17937,36, 4.88597, 0.01182, 0.04325,35, 4.95336, 0.00672, 0.02735,37,1706,10.95409, 0.00700, 0.02759
817, 0.83922, 0.31416,25, 1.85528, 0.01929, 0.05840,28, 1.95238, 0.00917, 0.02636,25, 1.69916, 0.01235, 0.03689,27, 1.91694, 0.00797, 0.02450,30, 2.21012, 0.00639, 0.02167,32,1784, 7.81887, 0.00681, 0.02117
873, 0.89504, 0.31416,11, 0.61532, 0.06220, 0.06990,12, 0.58643, 0.04670, 0.10073,11, 0.53676, 0.05379, 0.08627,11, 0.56175, 0.05308, 0.08824,10, 0.59640, 0.05195, 0.09158,NaN,NaN,     NaN,     NaN,     NaN
914, 0.83199, 0.31416,14, 1.43068, 0.11946, 0.21680,34, 2.23665, 0.01225, 0.02653,50, 3.01263, 0.04071, 0.03957,34, 2.14934, 0.00589, 0.02066,34, 2.21683, 0.00619, 0.02010,34,1573, 7.75659, 0.00543, 0.01911
948, 0.90576, 0.31416,26, 1.83572, 0.02342, 0.02779,31, 2.06407, 0.00626, 0.01857,25, 1.64033, 0.01215, 0.02441,28, 1.94662, 0.00607, 0.01888,29, 2.01000, 0.00567, 0.01871,30,1599, 6.78169, 0.00645, 0.02080
949, 0.93675, 0.31416,23, 1.46108, 0.01329, 0.02778,34, 2.05828, 0.00531, 0.01714,28, 1.58257, 0.00726, 0.01957,30, 1.80246, 0.00525, 0.01714,29, 1.86610, 0.00558, 0.01830,29,1471, 6.47196, 0.00651, 0.02009
959, 0.87225, 0.31416,27, 1.99914, 0.03255, 0.03633,33, 2.46829, 0.00912, 0.02916,27, 1.82978, 0.01672, 0.03506,33, 2.17992, 0.00726, 0.02607,31, 2.07170, 0.00768, 0.02721,37,1892, 8.53832, 0.00731, 0.02733
967, 0.90331, 0.31416,26, 1.96411, 0.02167, 0.03181,32, 2.12906, 0.00732, 0.02510,26, 1.80336, 0.01152, 0.03074,32, 1.99108, 0.00635, 0.02306,32, 2.04209, 0.00640, 0.02315,33,1721, 7.64180, 0.00876, 0.02842
973, 0.91512, 0.31416,25, 1.69132, 0.01786, 0.02863,33, 2.15701, 0.00562, 0.01897,27, 1.64994, 0.00943, 0.02405,29, 1.97959, 0.00587, 0.01979,29, 1.87915, 0.00591, 0.02008,31,1588, 6.89922, 0.00712, 0.02309
1006, 0.94944, 0.31416,35, 2.01581, 0.01392, 0.02292,40, 2.51533, 0.00587, 0.01887,33, 1.88769, 0.00728, 0.01977,37, 2.33545, 0.00554, 0.01830,37, 2.16688, 0.00560, 0.01843,37,1920, 8.51004, 0.00486, 0.01888
97, 0.96441, 0.31416,15, 1.12243, 0.01007, 0.02437,19, 1.40970, 0.00124, 0.00863,16, 1.20175, 0.00289, 0.01208,17, 1.18154, 0.00150, 0.00912,17, 1.19908, 0.00143, 0.00891,19,1094, 4.63422, 0.00059, 0.00751
123, 0.74530, 0.31416,22, 2.04422, 0.13368, 0.06831,28, 2.26064, 0.06522, 0.06281,28, 2.28334, 0.10118, 0.06901,18, 1.52403, 0.01511, 0.03187,28, 2.05288, 0.00843, 0.02892,22,1295, 5.76225, 0.00238, 0.02675
317, 0.75007, 0.31416,19, 2.47215, 0.05911, 0.12526,32, 2.98971, 0.00637, 0.03723,22, 2.08427, 0.01617, 0.07243,23, 2.24700, 0.00632, 0.01001,25, 2.55262, 0.00596, 0.00962,24,1184, 6.31387, 0.00716, 0.00891
327, 0.58178, 0.31416,50,11.74322, 0.32978, 0.73182,48, 8.93716, 0.03739, 0.14911,42, 8.01827, 0.06993, 0.10665,34, 5.50977, 0.01994, 0.07662,27, 4.66490, 0.01170, 0.04170,29,720, 7.91479, 0.02474, 0.08959
330, 0.51475, 0.31416,50,16.17938, 0.21545, 0.59405,50,14.43012, 0.07926, 0.38578,50,12.99765, 0.12325, 0.52334,50,10.99910, 0.09396, 0.52711,50,10.16277, 0.01356, 0.06611,32,1173,10.80511, 0.03071, 0.11278
337, 0.41613, 0.31416,50,21.64303, 0.42854, 0.31119,50,18.53430, 0.34076, 0.78487,50,16.88863, 0.40574, 0.96111,50,19.11798, 0.26508, 0.50645,50,18.40802, 0.27959, 0.79654,24,937, 9.57738, 0.02426, 0.08756
343, 0.50228, 0.31416,50,19.16615, 0.26416, 0.65315,50,13.91593, 0.13338, 0.60983,50,15.43455, 0.18255, 0.45504,50,11.38688, 0.03607, 0.23649,50,11.14531, 0.01127, 0.05343,22,1027, 8.49363, 0.01085, 0.03368
357, 0.87543, 0.31416,12, 0.96414, 0.01196, 0.02952,17, 1.31816, 0.00708, 0.02016,13, 1.05929, 0.01059, 0.02235,13, 1.17091, 0.00885, 0.01911,15, 1.10622, 0.00738, 0.01912,15,626, 3.27231, 0.01039, 0.02217
404, 0.90848, 0.31416,32, 1.01963, 0.01330, 0.05584,50, 1.68538, 0.00615, 0.04322,31, 1.18234, 0.00865, 0.05565,38, 1.33197, 0.00652, 0.04851,43, 1.46714, 0.00615, 0.04589,NaN,NaN,     NaN,     NaN,     NaN
440, 0.68934, 0.31416,20, 1.38449, 0.01991, 0.10366,20, 1.30311, 0.01008, 0.03656,19, 1.26231, 0.01139, 0.05144,22, 1.23349, 0.00901, 0.03170,22, 1.24355, 0.00884, 0.03147,32,1642, 7.18398, 0.00230, 0.02138
464, 0.65954, 0.31416,22, 1.72012, 0.02021, 0.08508,18, 1.32019, 0.01150, 0.03448,17, 1.08584, 0.01340, 0.03979,17, 1.07580, 0.01174, 0.03563,17, 1.04622, 0.01242, 0.03730,19,843, 4.18250, 0.01362, 0.03413
488, 0.61728, 0.31416,26, 1.25765, 0.03562, 0.15164,33, 1.56004, 0.01264, 0.04406,22, 1.21493, 0.01882, 0.07870,38, 1.83779, 0.01372, 0.05149,34, 1.91869, 0.01346, 0.05050,44,2120, 8.85514, 0.01049, 0.02191
492, 0.63286, 0.31416,22, 1.17649, 0.03142, 0.12462,36, 1.68948, 0.01363, 0.03956,21, 1.14882, 0.01636, 0.05852,28, 1.51129, 0.01388, 0.04537,29, 1.56279, 0.01383, 0.04442,41,2066, 8.66215, 0.00968, 0.02460
504, 0.59215, 0.31416,19, 1.02233, 0.02799, 0.11081,26, 1.40015, 0.01299, 0.05260,19, 1.06899, 0.01606, 0.06688,23, 1.19903, 0.01511, 0.06374,22, 1.21290, 0.01459, 0.06155,48,2377, 9.96209, 0.00546, 0.02281
525, 0.61173, 0.31416,21, 1.69827, 0.01727, 0.09883,19, 1.47478, 0.00878, 0.03283,19, 1.29727, 0.01174, 0.05414,19, 1.32685, 0.00960, 0.03926,19, 1.49889, 0.01018, 0.04373,21,1057, 4.95986, 0.01150, 0.02638
534, 0.70111, 0.31416,21, 1.71879, 0.01473, 0.07946,23, 1.60381, 0.00844, 0.03290,23, 1.63998, 0.00964, 0.04685,20, 1.42873, 0.00875, 0.03192,22, 1.49938, 0.00844, 0.03419,25,1107, 5.75422, 0.01252, 0.03621
587, 0.87509, 0.31416,18, 1.07583, 0.01201, 0.02710,34, 1.78441, 0.00361, 0.01249,20, 1.12647, 0.00938, 0.02563,29, 1.56206, 0.00345, 0.01477,31, 1.56869, 0.00287, 0.01474,35,1678, 6.97680, 0.00344, 0.02163
638, 0.78560, 0.31416,22, 1.49537, 0.02317, 0.06257,24, 1.93685, 0.01042, 0.02929,22, 1.69638, 0.01423, 0.04122,20, 1.51855, 0.00945, 0.02678,21, 1.49052, 0.00851, 0.02407,23,1770, 7.26309, 0.00695, 0.03809
698, 0.74227, 0.31416,31, 4.50549, 0.07611, 0.19596,27, 3.21939, 0.01175, 0.01904,25, 2.75745, 0.01609, 0.05244,27, 3.27086, 0.00885, 0.00536,28, 2.93593, 0.00789, 0.00489,30,1552, 8.45741, 0.00709, 0.00514
717, 0.56078, 0.31416,34, 6.64673, 0.10253, 0.24814,50, 7.81938, 0.03630, 0.23773,23, 4.58490, 0.07722, 0.33499,27, 3.37779, 0.01200, 0.06766,46, 6.07415, 0.00629, 0.01917,25,1134, 7.54917, 0.01114, 0.02474
723, 0.42354, 0.31416,50,14.64376, 0.42367, 0.64360,24, 5.33848, 0.08237, 0.34517,50,11.95899, 0.25077, 0.50012,29, 5.64856, 0.03607, 0.24430,50, 8.75587, 0.04959, 0.23805,35,1123, 9.91712, 0.03783, 0.19282
732, 0.45719, 0.31416,50, 9.81593, 0.48423, 0.74973,43, 5.24532, 0.04458, 0.14184,17, 2.43870, 0.09456, 0.26565,47, 5.84371, 0.04447, 0.13456,50, 5.83181, 0.04400, 0.13395,50,1056,10.86652, 0.05391, 0.23157
736, 0.45589, 0.31416,47,10.44927, 0.52070, 0.79404,44, 6.94194, 0.04686, 0.12650,34, 5.38690, 0.11303, 0.25380,45, 6.48781, 0.04670, 0.12316,44, 6.41266, 0.04184, 0.10254,50,1623,14.48209, 0.04070, 0.13717
747, 0.44995, 0.31416,50,10.61017, 0.48720, 0.74307,41, 5.63119, 0.04714, 0.15326,20, 3.09754, 0.10825, 0.29514,41, 5.20908, 0.04323, 0.14226,50, 6.26135, 0.04279, 0.14780,42,1355,12.15625, 0.06080, 0.26127
756, 0.38690, 0.31416,25, 2.92503, 0.16574, 0.51955,24, 2.96819, 0.06634, 0.53590,37, 4.19858, 0.12252, 0.55310,35, 4.23446, 0.07585, 0.53099,22, 2.82040, 0.06245, 0.54934,50,1043,10.29706, 0.04046, 0.10770
759, 0.38619, 0.31416,26, 3.17066, 0.18642, 0.52731,23, 2.96597, 0.07178, 0.53747,39, 4.40999, 0.14297, 0.58216,30, 3.91306, 0.07379, 0.53625,26, 3.19034, 0.06016, 0.55820,40,1000, 9.41674, 0.03669, 0.06880
763, 0.35746, 0.31416,32, 5.51521, 0.28005, 0.50657,32, 5.35768, 0.13506, 0.52926,34, 6.04800, 0.24356, 0.53208,50, 8.17086, 0.16147, 0.50899,48, 8.12956, 0.06381, 0.54543,25,1123, 9.71495, 0.02152, 0.01395
773, 0.38582, 0.31416,50,12.13604, 0.48897, 0.58547,27, 5.43469, 0.16599, 0.43366,41, 8.49499, 0.27318, 0.46740,50,10.19955, 0.12936, 0.46068,43, 9.37011, 0.07272, 0.51616,30,1072, 9.88704, 0.03240, 0.09368
776, 0.36398, 0.31416,50,20.69608, 0.66985, 1.35957,50,15.10166, 0.52604, 1.02581,47,13.97112, 0.56437, 0.98994,50,15.84722, 0.50845, 1.03542,50,14.49426, 0.48129, 1.03644,36,1914,19.14736, 0.02495, 0.08256
789, 0.67033, 0.31416,49, 8.85514, 0.26137, 0.50593,37, 5.52553, 0.03119, 0.10362,45, 6.54075, 0.05715, 0.18488,30, 4.36012, 0.01445, 0.04459,31, 4.55941, 0.00745, 0.02635,43,1669,11.61347, 0.00732, 0.02907
796, 0.69027, 0.31416,50, 8.71446, 0.22633, 0.44977,34, 4.70516, 0.02725, 0.09651,46, 5.96126, 0.05457, 0.18187,27, 4.09099, 0.01089, 0.03587,28, 3.59838, 0.00694, 0.02404,34,1541, 9.89205, 0.00672, 0.02238
817, 0.83922, 0.31416,22, 1.77274, 0.01805, 0.05424,24, 1.72644, 0.00836, 0.02328,21, 1.71880, 0.01157, 0.03262,22, 1.63554, 0.00705, 0.02069,21, 1.64670, 0.00671, 0.02025,23,1458, 6.17821, 0.00582, 0.02605
873, 0.89504, 0.31416,25, 0.93556, 0.05196, 0.07576,50, 1.68856, 0.01911, 0.04877,30, 1.10372, 0.03722, 0.07117,50, 1.63426, 0.03963, 0.09008,33, 1.14369, 0.05142, 0.11565,29,1520, 6.57791, 0.03683, 0.08365
914, 0.83199, 0.31416,50, 3.92426, 0.13585, 0.12052,15, 1.24376, 0.00960, 0.01960,17, 1.13823, 0.03251, 0.02332,15, 1.05037, 0.00338, 0.01396,13, 1.05789, 0.00462, 0.01303,20,982, 4.74436, 0.00439, 0.01039
948, 0.90576, 0.31416,13, 1.13149, 0.02141, 0.02114,15, 1.22275, 0.00705, 0.01536,12, 1.10187, 0.01230, 0.01706,14, 1.17314, 0.00824, 0.01492,14, 1.03009, 0.00818, 0.01518,16,979, 4.11425, 0.00487, 0.01208
949, 0.93675, 0.31416,13, 1.05171, 0.01335, 0.01969,19, 1.52246, 0.00509, 0.01367,13, 1.04335, 0.00875, 0.01437,14, 1.24746, 0.00736, 0.01310,13, 1.20202, 0.00789, 0.01309,15,792, 3.54039, 0.00538, 0.01457
959, 0.87225, 0.31416,15, 1.33150, 0.02900, 0.02910,19, 1.44011, 0.00849, 0.02601,15, 1.23099, 0.01530, 0.02928,15, 1.17884, 0.00792, 0.02304,15, 1.22385, 0.00832, 0.02310,15,951, 3.78678, 0.00528, 0.01636
967, 0.90331, 0.31416,13, 1.07102, 0.01934, 0.02477,20, 1.42996, 0.00594, 0.02060,14, 1.06414, 0.01059, 0.02396,16, 1.21489, 0.00634, 0.01950,15, 1.26869, 0.00665, 0.01943,15,1188, 4.31464, 0.00650, 0.02104
973, 0.91512, 0.31416,12, 1.06011, 0.01694, 0.02165,17, 1.43001, 0.00630, 0.01740,13, 1.06025, 0.01025, 0.01887,13, 1.01431, 0.00845, 0.01630,13, 1.09109, 0.00843, 0.01638,16,1069, 4.34555, 0.00532, 0.01529
1006, 0.94944, 0.31416,15, 1.17386, 0.01369, 0.02356,15, 1.22532, 0.00484, 0.01521,15, 1.12141, 0.00709, 0.01815,16, 1.05772, 0.00485, 0.01636,18, 1.13322, 0.00439, 0.01582,14,909, 4.17085, 0.00502, 0.01588
97, 0.96441, 0.31416,15, 1.12456, 0.01189, 0.02808,22, 1.52620, 0.00461, 0.01532,18, 1.33173, 0.00551, 0.01718,20, 1.31207, 0.00400, 0.01376,20, 1.39682, 0.00411, 0.01407,20,1405, 5.67890, 0.00240, 0.01044
123, 0.74530, 0.31416,21, 1.73221, 0.13309, 0.06877,26, 2.26548, 0.06320, 0.06363,29, 2.15891, 0.10172, 0.06941,19, 1.62445, 0.02329, 0.04253,31, 2.16695, 0.00449, 0.02887,15,1147, 4.60483, 0.00250, 0.02968
317, 0.75007, 0.31416,19, 2.59125, 0.05745, 0.12615,29, 2.84206, 0.00597, 0.03457,23, 2.16053, 0.01504, 0.07013,23, 2.69324, 0.00720, 0.00790,18, 1.95810, 0.00770, 0.00801,24,1263, 6.71781, 0.00822, 0.00883
327, 0.58178, 0.31416,50,11.91384, 0.33036, 0.73037,43, 7.73723, 0.03736, 0.14937,35, 6.24768, 0.06993, 0.10647,35, 5.63494, 0.02001, 0.07774,19, 3.44033, 0.01395, 0.04426,23,564, 6.07277, 0.02371, 0.08542
330, 0.51475, 0.31416,50,16.42575, 0.21913, 0.60762,50,13.32297, 0.07990, 0.40854,50,11.67254, 0.15376, 0.63284,50,10.53986, 0.08040, 0.44148,50,10.00989, 0.01561, 0.07636,34,1224,11.41310, 0.03022, 0.11302
337, 0.41613, 0.31416,50,22.28808, 0.41954, 0.29309,50,18.69451, 0.31676, 0.70178,50,18.23660, 0.39904, 0.90903,50,18.13694, 0.24109, 0.41317,50,19.12396, 0.25523, 0.69544,27,1017,10.67411, 0.02397, 0.08636
343, 0.50228, 0.31416,50,20.06858, 0.26615, 0.66001,50,12.63542, 0.13864, 0.63039,50,15.63453, 0.17958, 0.47543,50,10.97143, 0.03295, 0.22430,50,11.78803, 0.03919, 0.26086,21,1073, 8.86090, 0.01011, 0.03043
